;rank;population_name;population_size;sample_name;sample_size;sample_mean
53;53;Population 600;600;sample_53;175;0.05204517201604526
54;54;Population 600;600;sample_54;180;0.0008148220477768457
55;55;Population 600;600;sample_55;185;0.015248228734401466
56;56;Population 600;600;sample_56;190;-0.14359479525012903
57;57;Population 600;600;sample_57;195;0.10149205463394971
58;58;Population 600;600;sample_58;200;-0.0023461481248434946
59;59;Population 600;600;sample_59;205;0.16923846985827687
60;60;Population 600;600;sample_60;210;-0.016671354982637276
61;61;Population 600;600;sample_61;215;0.03481603091853424
62;62;Population 600;600;sample_62;220;0.05587430323436042
63;63;Population 600;600;sample_63;225;0.01564386733627267
64;64;Population 600;600;sample_64;230;-0.044486050248240004
65;65;Population 600;600;sample_65;235;-0.06026444546041821
66;66;Population 600;600;sample_66;240;0.09143656232379241
67;67;Population 600;600;sample_67;245;0.05004580112267566
68;68;Population 600;600;sample_68;250;0.023321711812784706
69;69;Population 600;600;sample_69;255;-0.05882009820783897
70;70;Population 600;600;sample_70;260;0.051073514685889505
71;71;Population 600;600;sample_71;265;-0.002720954413797381
72;72;Population 600;600;sample_72;270;-0.0776795655324446
73;73;Population 600;600;sample_73;275;0.014459856520978436
74;74;Population 600;600;sample_74;280;0.06564265802580353
75;75;Population 600;600;sample_75;285;-0.05179186434607531
76;76;Population 600;600;sample_76;290;0.034184196013911775
77;77;Population 600;600;sample_77;295;0.0546893086881415
78;78;Population 600;600;sample_78;300;0.01161091957209283
79;79;Population 600;600;sample_79;305;0.03833350094230954
80;80;Population 600;600;sample_80;310;0.011319028232870353
81;81;Population 600;600;sample_81;315;-0.08041038753354664
82;82;Population 600;600;sample_82;320;-0.004318486176650355
83;83;Population 600;600;sample_83;325;-0.006252805897561026
84;84;Population 600;600;sample_84;330;0.017846621810823523
85;85;Population 600;600;sample_85;335;0.02694092707098923
86;86;Population 600;600;sample_86;340;0.05093846754848721
87;87;Population 600;600;sample_87;345;0.016277331175966626
88;88;Population 600;600;sample_88;350;0.07828667220445135
89;89;Population 600;600;sample_89;355;0.040670620101587215
90;90;Population 600;600;sample_90;360;0.01931832935620467
91;91;Population 600;600;sample_91;365;0.007855758606514558
92;92;Population 600;600;sample_92;370;-0.07431277888406657
93;93;Population 600;600;sample_93;375;0.05744803527535161
94;94;Population 600;600;sample_94;380;0.017680142780388458
95;95;Population 600;600;sample_95;385;-0.07327840659129871
96;96;Population 600;600;sample_96;390;0.020377044564210932
97;97;Population 600;600;sample_97;395;-0.00011731461113267682
98;98;Population 600;600;sample_98;400;0.029808284496275244
99;99;Population 600;600;sample_99;405;0.003238024284456202
100;100;Population 600;600;sample_100;410;-0.10238170750788127
101;101;Population 600;600;sample_101;415;0.08696530353627496
102;102;Population 600;600;sample_102;420;-0.016429310150186994
103;103;Population 600;600;sample_103;425;-0.012050431158759388
104;104;Population 600;600;sample_104;430;-0.034233328904924934
105;105;Population 600;600;sample_105;435;-0.025685098544445277
106;106;Population 600;600;sample_106;440;0.004790025704125476
107;107;Population 600;600;sample_107;445;0.04894915532180254
108;108;Population 600;600;sample_108;450;0.026715265562959233
109;109;Population 600;600;sample_109;455;-0.0026117702528696083
110;110;Population 600;600;sample_110;460;-0.051275365254386855
111;111;Population 600;600;sample_111;465;-0.06305372324675275
112;112;Population 600;600;sample_112;470;0.029616704410372553
113;113;Population 600;600;sample_113;475;0.04952754181521211
114;114;Population 600;600;sample_114;480;0.030061213305438792
115;115;Population 600;600;sample_115;485;0.08492303312026625
116;116;Population 600;600;sample_116;490;0.06420372515072463
117;117;Population 600;600;sample_117;495;-0.019275236741151325
118;118;Population 600;600;sample_118;500;-0.004698722356550711
119;119;Population 600;600;sample_119;505;0.010237260936170335
120;120;Population 600;600;sample_120;510;0.10688126373878888
121;121;Population 600;600;sample_121;515;-0.03457655168943352
122;122;Population 600;600;sample_122;520;-0.03351576295659036
123;123;Population 600;600;sample_123;525;0.01826353444027843
124;124;Population 600;600;sample_124;530;0.016752632193351966
125;125;Population 600;600;sample_125;535;-0.00540570115837012
126;126;Population 600;600;sample_126;540;-0.003120942981181632
127;127;Population 600;600;sample_127;545;-0.044621894138856866
128;128;Population 600;600;sample_128;550;-0.012657356087382493
129;129;Population 600;600;sample_129;555;0.047812274536154074
130;130;Population 600;600;sample_130;560;-0.01902738052675745
131;131;Population 600;600;sample_131;565;0.0014076394816077069
132;132;Population 600;600;sample_132;570;9.72446204836374e-05
133;133;Population 600;600;sample_133;575;-0.0434791174970851
134;134;Population 600;600;sample_134;580;-0.03714373615121246
135;135;Population 600;600;sample_135;585;-0.013189763825944834
136;136;Population 600;600;sample_136;590;-0.01955446904667127
137;137;Population 600;600;sample_137;595;-0.09712352486045515
138;138;Population 1100;1100;sample_138;5;-0.7155840964333285
139;139;Population 1100;1100;sample_139;10;-0.04591296843569984
140;140;Population 1100;1100;sample_140;15;0.2364779255447109
141;141;Population 1100;1100;sample_141;20;0.028083649669804485
142;142;Population 1100;1100;sample_142;25;-0.2517609255067226
143;143;Population 1100;1100;sample_143;30;-0.05626068087398197
144;144;Population 1100;1100;sample_144;35;0.45358901606426827
145;145;Population 1100;1100;sample_145;40;0.12326868908920799
146;146;Population 1100;1100;sample_146;45;-0.015040426388830635
147;147;Population 1100;1100;sample_147;50;-0.03919935398088899
148;148;Population 1100;1100;sample_148;55;0.18965182739806838
149;149;Population 1100;1100;sample_149;60;-0.030857659881815484
150;150;Population 1100;1100;sample_150;65;-0.0851620453412642
151;151;Population 1100;1100;sample_151;70;-0.003933838797500834
152;152;Population 1100;1100;sample_152;75;-0.14618002764741234
153;153;Population 1100;1100;sample_153;80;-0.09638505656832275
154;154;Population 1100;1100;sample_154;85;0.057485786185730754
155;155;Population 1100;1100;sample_155;90;-0.1033065161381108
156;156;Population 1100;1100;sample_156;95;0.15570401071503648
157;157;Population 1100;1100;sample_157;100;0.038976632512428735
158;158;Population 1100;1100;sample_158;105;0.023750645995292703
159;159;Population 1100;1100;sample_159;110;0.03376935548076557
160;160;Population 1100;1100;sample_160;115;-0.14034185556492312
161;161;Population 1100;1100;sample_161;120;-0.019747613079881397
162;162;Population 1100;1100;sample_162;125;-0.024152539094885576
163;163;Population 1100;1100;sample_163;130;0.16586333357509986
164;164;Population 1100;1100;sample_164;135;-0.16694791234818301
165;165;Population 1100;1100;sample_165;140;-0.010705941381094175
166;166;Population 1100;1100;sample_166;145;0.042505157905716684
167;167;Population 1100;1100;sample_167;150;-0.10413064506218618
168;168;Population 1100;1100;sample_168;155;-0.06954008490700016
169;169;Population 1100;1100;sample_169;160;-0.07824289838829321
170;170;Population 1100;1100;sample_170;165;-0.042995579181431064
171;171;Population 1100;1100;sample_171;170;0.09415661488723368
172;172;Population 1100;1100;sample_172;175;-0.09614481857357723
173;173;Population 1100;1100;sample_173;180;-0.006660417714609481
174;174;Population 1100;1100;sample_174;185;0.044422929127124755
175;175;Population 1100;1100;sample_175;190;-0.09866729398869764
176;176;Population 1100;1100;sample_176;195;-0.02315786564226121
177;177;Population 1100;1100;sample_177;200;-0.12110494948939224
178;178;Population 1100;1100;sample_178;205;0.05438467253885537
179;179;Population 1100;1100;sample_179;210;-0.032751017805816615
180;180;Population 1100;1100;sample_180;215;0.04489478094201844
181;181;Population 1100;1100;sample_181;220;-0.08171183882750306
182;182;Population 1100;1100;sample_182;225;0.008862895290581534
183;183;Population 1100;1100;sample_183;230;0.027125018246474297
184;184;Population 1100;1100;sample_184;235;-0.014886314484182863
185;185;Population 1100;1100;sample_185;240;0.03554949902216124
186;186;Population 1100;1100;sample_186;245;-0.0882216511377682
187;187;Population 1100;1100;sample_187;250;0.030959237311791114
188;188;Population 1100;1100;sample_188;255;-0.00844092589454076
189;189;Population 1100;1100;sample_189;260;0.1066758564100343
190;190;Population 1100;1100;sample_190;265;0.007469132761158693
191;191;Population 1100;1100;sample_191;270;0.00017708185646044775
192;192;Population 1100;1100;sample_192;275;0.01263590925385748
193;193;Population 1100;1100;sample_193;280;0.060964496726817405
194;194;Population 1100;1100;sample_194;285;-0.0736715696326442
195;195;Population 1100;1100;sample_195;290;0.09794648670368229
196;196;Population 1100;1100;sample_196;295;-0.01920464039528187
197;197;Population 1100;1100;sample_197;300;-0.07448434535467346
198;198;Population 1100;1100;sample_198;305;0.07464297190261351
199;199;Population 1100;1100;sample_199;310;-0.05634927492483503
200;200;Population 1100;1100;sample_200;315;-0.07964652899641313
201;201;Population 1100;1100;sample_201;320;-0.007411465557564456
202;202;Population 1100;1100;sample_202;325;0.027429551833008447
203;203;Population 1100;1100;sample_203;330;-0.007431554587052074
204;204;Population 1100;1100;sample_204;335;-0.018732622769077386
205;205;Population 1100;1100;sample_205;340;0.06625346175452997
206;206;Population 1100;1100;sample_206;345;0.03971575062292189
207;207;Population 1100;1100;sample_207;350;-0.0748600233193291
208;208;Population 1100;1100;sample_208;355;-0.030224111366046948
209;209;Population 1100;1100;sample_209;360;-0.033402891251289174
210;210;Population 1100;1100;sample_210;365;0.024764132605195294
211;211;Population 1100;1100;sample_211;370;-0.053770217277743816
212;212;Population 1100;1100;sample_212;375;-0.014205437967408304
213;213;Population 1100;1100;sample_213;380;0.007766985811104163
214;214;Population 1100;1100;sample_214;385;-0.012577039329835293
215;215;Population 1100;1100;sample_215;390;0.002837717830360849
216;216;Population 1100;1100;sample_216;395;0.03459339868556196
217;217;Population 1100;1100;sample_217;400;0.012307418618042607
218;218;Population 1100;1100;sample_218;405;-0.009737221259819915
219;219;Population 1100;1100;sample_219;410;-0.02426742957342403
220;220;Population 1100;1100;sample_220;415;-0.05092241081407488
221;221;Population 1100;1100;sample_221;420;0.07745508312780928
222;222;Population 1100;1100;sample_222;425;-0.026043830180237156
223;223;Population 1100;1100;sample_223;430;-0.027461963559378605
224;224;Population 1100;1100;sample_224;435;-0.051584670451367255
225;225;Population 1100;1100;sample_225;440;0.0607769062459232
226;226;Population 1100;1100;sample_226;445;0.007440133106192121
227;227;Population 1100;1100;sample_227;450;0.011532211258127421
228;228;Population 1100;1100;sample_228;455;0.043400434150717815
229;229;Population 1100;1100;sample_229;460;-0.030317383892817643
230;230;Population 1100;1100;sample_230;465;-0.03679237081594226
231;231;Population 1100;1100;sample_231;470;-0.024907089975644732
232;232;Population 1100;1100;sample_232;475;0.021259227801662155
233;233;Population 1100;1100;sample_233;480;0.012073647348412157
234;234;Population 1100;1100;sample_234;485;-0.043598348929216525
235;235;Population 1100;1100;sample_235;490;0.010487021690890693
236;236;Population 1100;1100;sample_236;495;-0.04094935529136446
237;237;Population 1100;1100;sample_237;500;-0.06292386214332275
238;238;Population 1100;1100;sample_238;505;-0.03582798151015618
239;239;Population 1100;1100;sample_239;510;-0.05234826199694618
240;240;Population 1100;1100;sample_240;515;-0.033453100763360645
241;241;Population 1100;1100;sample_241;520;-0.04070622660800789
242;242;Population 1100;1100;sample_242;525;-0.014128154595673608
243;243;Population 1100;1100;sample_243;530;0.05005813595756545
244;244;Population 1100;1100;sample_244;535;0.0026443430338147014
245;245;Population 1100;1100;sample_245;540;0.03426466768417149
246;246;Population 1100;1100;sample_246;545;0.03125572868277901
247;247;Population 1100;1100;sample_247;550;0.028621896500429792
248;248;Population 1100;1100;sample_248;555;0.0010232156730289848
249;249;Population 1100;1100;sample_249;560;0.044767178574836954
250;250;Population 1100;1100;sample_250;565;0.003878900456387872
251;251;Population 1100;1100;sample_251;570;0.07305362155214735
252;252;Population 1100;1100;sample_252;575;0.0044968144184027205
253;253;Population 1100;1100;sample_253;580;0.0035376163922931463
254;254;Population 1100;1100;sample_254;585;-0.001615683473954937
255;255;Population 1100;1100;sample_255;590;0.007874873828427175
256;256;Population 1100;1100;sample_256;595;-0.04224773043891928
257;257;Population 1100;1100;sample_257;600;0.04958179565162036
258;258;Population 1100;1100;sample_258;605;-0.019204475425595426
259;259;Population 1100;1100;sample_259;610;-0.03226610058722852
260;260;Population 1100;1100;sample_260;615;-0.03403439384927269
261;261;Population 1100;1100;sample_261;620;-0.07758800574339657
262;262;Population 1100;1100;sample_262;625;-0.051493850182552696
263;263;Population 1100;1100;sample_263;630;-0.01217569110479489
264;264;Population 1100;1100;sample_264;635;0.045211821406717916
265;265;Population 1100;1100;sample_265;640;-0.008605972240513755
266;266;Population 1100;1100;sample_266;645;0.0075603396444676625
267;267;Population 1100;1100;sample_267;650;0.04342252330033281
268;268;Population 1100;1100;sample_268;655;0.024698620778879795
269;269;Population 1100;1100;sample_269;660;0.06122370958787789
270;270;Population 1100;1100;sample_270;665;0.004566924793367043
271;271;Population 1100;1100;sample_271;670;0.019375138185083695
272;272;Population 1100;1100;sample_272;675;-0.06590305802997144
273;273;Population 1100;1100;sample_273;680;-0.026237432666802535
274;274;Population 1100;1100;sample_274;685;-0.015282091905457354
275;275;Population 1100;1100;sample_275;690;-0.06878014304649145
276;276;Population 1100;1100;sample_276;695;-0.04307814722883539
277;277;Population 1100;1100;sample_277;700;-0.04566023921326265
278;278;Population 1100;1100;sample_278;705;-0.05667925132516215
279;279;Population 1100;1100;sample_279;710;0.048718416231884984
280;280;Population 1100;1100;sample_280;715;-0.014408153307032495
281;281;Population 1100;1100;sample_281;720;0.0038146134763300927
282;282;Population 1100;1100;sample_282;725;-0.028828423269659023
283;283;Population 1100;1100;sample_283;730;-0.011080089853089446
284;284;Population 1100;1100;sample_284;735;-0.03269345720481179
285;285;Population 1100;1100;sample_285;740;0.050530684760873384
286;286;Population 1100;1100;sample_286;745;-0.028100429855943458
287;287;Population 1100;1100;sample_287;750;0.015862891013650217
288;288;Population 1100;1100;sample_288;755;0.003973162918289198
289;289;Population 1100;1100;sample_289;760;-0.004491577862656621
290;290;Population 1100;1100;sample_290;765;-0.008194566033664556
291;291;Population 1100;1100;sample_291;770;-0.02364163809007203
292;292;Population 1100;1100;sample_292;775;0.00885055604483326
293;293;Population 1100;1100;sample_293;780;0.025634571366522297
294;294;Population 1100;1100;sample_294;785;-0.06375491794086281
295;295;Population 1100;1100;sample_295;790;0.029546456548038932
296;296;Population 1100;1100;sample_296;795;0.016857809365992456
297;297;Population 1100;1100;sample_297;800;-0.0034043696091023024
298;298;Population 1100;1100;sample_298;805;-0.03576814489684918
299;299;Population 1100;1100;sample_299;810;-0.05657107015802922
300;300;Population 1100;1100;sample_300;815;0.03117909472938575
301;301;Population 1100;1100;sample_301;820;-0.06691035236966943
302;302;Population 1100;1100;sample_302;825;0.005205202791303443
303;303;Population 1100;1100;sample_303;830;-0.02033714854654533
304;304;Population 1100;1100;sample_304;835;0.058406137128617475
305;305;Population 1100;1100;sample_305;840;0.0308327206811144
306;306;Population 1100;1100;sample_306;845;-0.05371898868256869
307;307;Population 1100;1100;sample_307;850;-0.013054270535863319
308;308;Population 1100;1100;sample_308;855;0.04204476133490173
309;309;Population 1100;1100;sample_309;860;-0.015354392442374628
310;310;Population 1100;1100;sample_310;865;-0.06813547474388087
311;311;Population 1100;1100;sample_311;870;-0.033488365428948896
312;312;Population 1100;1100;sample_312;875;-0.015136981813565872
313;313;Population 1100;1100;sample_313;880;-0.01891973987085237
314;314;Population 1100;1100;sample_314;885;0.003090659363238761
315;315;Population 1100;1100;sample_315;890;-0.006939345782389438
316;316;Population 1100;1100;sample_316;895;0.01150761933913465
317;317;Population 1100;1100;sample_317;900;-0.0044907854744213145
318;318;Population 1100;1100;sample_318;905;0.012604034435271819
319;319;Population 1100;1100;sample_319;910;-0.0005277206426042053
320;320;Population 1100;1100;sample_320;915;0.015273484362890747
321;321;Population 1100;1100;sample_321;920;0.023308422941205133
322;322;Population 1100;1100;sample_322;925;0.05510495483012502
323;323;Population 1100;1100;sample_323;930;-0.009247104302078306
324;324;Population 1100;1100;sample_324;935;-0.004947928694986071
325;325;Population 1100;1100;sample_325;940;-0.027778822173793998
326;326;Population 1100;1100;sample_326;945;0.009771674303904744
327;327;Population 1100;1100;sample_327;950;0.02429972183558559
328;328;Population 1100;1100;sample_328;955;-0.014919644995371371
329;329;Population 1100;1100;sample_329;960;-0.028706782967524543
330;330;Population 1100;1100;sample_330;965;0.035700235708035204
331;331;Population 1100;1100;sample_331;970;-0.01620839981220491
332;332;Population 1100;1100;sample_332;975;-0.02881146009597234
333;333;Population 1100;1100;sample_333;980;-0.0003426345485833508
334;334;Population 1100;1100;sample_334;985;0.02157171072033776
335;335;Population 1100;1100;sample_335;990;0.0039096531658064934
336;336;Population 1100;1100;sample_336;995;-0.04891437425616701
337;337;Population 1100;1100;sample_337;1000;-0.05077352372207115
338;338;Population 1100;1100;sample_338;1005;0.0014808315887076865
339;339;Population 1100;1100;sample_339;1010;-0.024980344230555115
340;340;Population 1100;1100;sample_340;1015;0.022563996939395016
341;341;Population 1100;1100;sample_341;1020;-0.02948416718173763
342;342;Population 1100;1100;sample_342;1025;-0.0011768116425102484
343;343;Population 1100;1100;sample_343;1030;-0.0008123102154652759
344;344;Population 1100;1100;sample_344;1035;-0.01167054793967936
345;345;Population 1100;1100;sample_345;1040;-0.007142241038390077
346;346;Population 1100;1100;sample_346;1045;-0.06749251589937227
347;347;Population 1100;1100;sample_347;1050;-0.0278470045979279
348;348;Population 1100;1100;sample_348;1055;0.028474767580330945
349;349;Population 1100;1100;sample_349;1060;-0.04713437267012629
350;350;Population 1100;1100;sample_350;1065;-0.015052408844157488
351;351;Population 1100;1100;sample_351;1070;0.02414399753079754
352;352;Population 1100;1100;sample_352;1075;0.03349944030648566
353;353;Population 1100;1100;sample_353;1080;-0.02459139993890832
354;354;Population 1100;1100;sample_354;1085;-0.024796718276754007
355;355;Population 1100;1100;sample_355;1090;-0.0004270249320361799
356;356;Population 1100;1100;sample_356;1095;0.05881116095350929
357;357;Population 1600;1600;sample_357;5;0.06974269946518899
358;358;Population 1600;1600;sample_358;10;0.35773713290755427
359;359;Population 1600;1600;sample_359;15;0.37320538870421216
360;360;Population 1600;1600;sample_360;20;0.42201877685089295
361;361;Population 1600;1600;sample_361;25;-0.18861308360129414
362;362;Population 1600;1600;sample_362;30;0.07858233145376348
363;363;Population 1600;1600;sample_363;35;-0.030681636273075772
364;364;Population 1600;1600;sample_364;40;-0.022935122284253255
365;365;Population 1600;1600;sample_365;45;0.13076902271276386
366;366;Population 1600;1600;sample_366;50;0.08083808902263329
367;367;Population 1600;1600;sample_367;55;0.2382916059124034
368;368;Population 1600;1600;sample_368;60;0.06648252456885241
369;369;Population 1600;1600;sample_369;65;0.027575532621703442
370;370;Population 1600;1600;sample_370;70;0.2232825340359587
371;371;Population 1600;1600;sample_371;75;0.01519230804374115
372;372;Population 1600;1600;sample_372;80;-0.022901835620010347
373;373;Population 1600;1600;sample_373;85;0.12678230236922988
374;374;Population 1600;1600;sample_374;90;-0.10312312937156781
375;375;Population 1600;1600;sample_375;95;-0.041911880593565945
376;376;Population 1600;1600;sample_376;100;-0.056139361814585925
377;377;Population 1600;1600;sample_377;105;0.0170100859182975
378;378;Population 1600;1600;sample_378;110;-0.019221990970991133
379;379;Population 1600;1600;sample_379;115;0.017638114744715144
380;380;Population 1600;1600;sample_380;120;0.005778264912449623
381;381;Population 1600;1600;sample_381;125;0.0449733660383342
382;382;Population 1600;1600;sample_382;130;-0.050398712178329544
383;383;Population 1600;1600;sample_383;135;-0.04400969941359203
384;384;Population 1600;1600;sample_384;140;0.10855921477574963
385;385;Population 1600;1600;sample_385;145;-0.029371012038035077
386;386;Population 1600;1600;sample_386;150;-0.06461853244725622
387;387;Population 1600;1600;sample_387;155;0.1594095627811034
388;388;Population 1600;1600;sample_388;160;0.02581113007506247
389;389;Population 1600;1600;sample_389;165;-0.061920994035915985
390;390;Population 1600;1600;sample_390;170;0.014296954067783281
391;391;Population 1600;1600;sample_391;175;0.16925510476883385
392;392;Population 1600;1600;sample_392;180;0.07678003352758933
393;393;Population 1600;1600;sample_393;185;0.08595434685018609
394;394;Population 1600;1600;sample_394;190;0.020971817832333678
395;395;Population 1600;1600;sample_395;195;0.05018631352597181
396;396;Population 1600;1600;sample_396;200;0.016798874837046986
397;397;Population 1600;1600;sample_397;205;-0.08511533947283127
398;398;Population 1600;1600;sample_398;210;-0.07451162552913627
399;399;Population 1600;1600;sample_399;215;-0.0578464429534403
400;400;Population 1600;1600;sample_400;220;-0.01574559319422448
401;401;Population 1600;1600;sample_401;225;-0.06736784066082584
402;402;Population 1600;1600;sample_402;230;0.04402176015711908
403;403;Population 1600;1600;sample_403;235;-0.0891185759257432
404;404;Population 1600;1600;sample_404;240;-0.03834937375657295
405;405;Population 1600;1600;sample_405;245;0.005272549858628745
406;406;Population 1600;1600;sample_406;250;-0.015400537807448114
407;407;Population 1600;1600;sample_407;255;0.08082922214480216
408;408;Population 1600;1600;sample_408;260;-0.017927694652499708
409;409;Population 1600;1600;sample_409;265;-0.01869969325029489
410;410;Population 1600;1600;sample_410;270;0.05989210194872588
411;411;Population 1600;1600;sample_411;275;0.03677570242514598
412;412;Population 1600;1600;sample_412;280;0.011154284155888617
413;413;Population 1600;1600;sample_413;285;-0.003009054958906217
414;414;Population 1600;1600;sample_414;290;-0.012229239419611664
415;415;Population 1600;1600;sample_415;295;-0.031401490818623624
416;416;Population 1600;1600;sample_416;300;-0.023922074048264144
417;417;Population 1600;1600;sample_417;305;0.0648052597869766
418;418;Population 1600;1600;sample_418;310;0.04836611275878425
419;419;Population 1600;1600;sample_419;315;0.023828875864198195
420;420;Population 1600;1600;sample_420;320;-0.012077488321584826
421;421;Population 1600;1600;sample_421;325;-0.07545708572388765
422;422;Population 1600;1600;sample_422;330;-0.0708934571895145
423;423;Population 1600;1600;sample_423;335;-0.03377581300153583
424;424;Population 1600;1600;sample_424;340;8.09512430893503e-05
425;425;Population 1600;1600;sample_425;345;-0.02399228164505209
426;426;Population 1600;1600;sample_426;350;-0.0017725364116317926
427;427;Population 1600;1600;sample_427;355;0.05129195724523543
428;428;Population 1600;1600;sample_428;360;-0.038971810169776376
429;429;Population 1600;1600;sample_429;365;-0.010561959696391544
430;430;Population 1600;1600;sample_430;370;0.024483022353705194
431;431;Population 1600;1600;sample_431;375;0.053760176063012276
432;432;Population 1600;1600;sample_432;380;-0.026737963049526827
433;433;Population 1600;1600;sample_433;385;-0.030750674477972344
434;434;Population 1600;1600;sample_434;390;-0.05314659119693171
435;435;Population 1600;1600;sample_435;395;0.02574590119124831
436;436;Population 1600;1600;sample_436;400;0.028940066303895794
437;437;Population 1600;1600;sample_437;405;-0.044812428573688924
438;438;Population 1600;1600;sample_438;410;-0.07401137066778196
439;439;Population 1600;1600;sample_439;415;0.010865509422582537
440;440;Population 1600;1600;sample_440;420;0.018108670933841265
441;441;Population 1600;1600;sample_441;425;0.0337585388390999
442;442;Population 1600;1600;sample_442;430;0.022653467688490057
443;443;Population 1600;1600;sample_443;435;0.08329837740759787
444;444;Population 1600;1600;sample_444;440;-0.061527131650637334
445;445;Population 1600;1600;sample_445;445;-0.038037700108161626
446;446;Population 1600;1600;sample_446;450;0.03629441540849421
447;447;Population 1600;1600;sample_447;455;0.024346986939212775
448;448;Population 1600;1600;sample_448;460;0.032409422827684595
449;449;Population 1600;1600;sample_449;465;-0.010525610093428353
450;450;Population 1600;1600;sample_450;470;-0.03467040634858253
451;451;Population 1600;1600;sample_451;475;0.01834223595745171
452;452;Population 1600;1600;sample_452;480;0.0023672954393174463
453;453;Population 1600;1600;sample_453;485;-0.016337854354485287
454;454;Population 1600;1600;sample_454;490;-0.04606778295583745
455;455;Population 1600;1600;sample_455;495;-0.029805721184500585
456;456;Population 1600;1600;sample_456;500;-0.0654739665540419
457;457;Population 1600;1600;sample_457;505;0.013176514707816412
458;458;Population 1600;1600;sample_458;510;-0.020216947283082806
459;459;Population 1600;1600;sample_459;515;0.003144732466863835
460;460;Population 1600;1600;sample_460;520;-0.04990859224816724
461;461;Population 1600;1600;sample_461;525;-0.01545845328570865
462;462;Population 1600;1600;sample_462;530;0.01672057463127673
463;463;Population 1600;1600;sample_463;535;0.026712915200817137
464;464;Population 1600;1600;sample_464;540;-0.04771624119811739
465;465;Population 1600;1600;sample_465;545;-0.11200857943397226
466;466;Population 1600;1600;sample_466;550;-0.06992698424054668
467;467;Population 1600;1600;sample_467;555;-0.05802730558442634
468;468;Population 1600;1600;sample_468;560;-0.015782215437786247
469;469;Population 1600;1600;sample_469;565;0.0408754108488206
470;470;Population 1600;1600;sample_470;570;-0.03633844811607924
471;471;Population 1600;1600;sample_471;575;0.030490998709777655
472;472;Population 1600;1600;sample_472;580;0.04664384113136592
473;473;Population 1600;1600;sample_473;585;0.007849808493646967
474;474;Population 1600;1600;sample_474;590;-0.07022943240337383
475;475;Population 1600;1600;sample_475;595;0.02904306981045462
476;476;Population 1600;1600;sample_476;600;-0.00452210823452288
477;477;Population 1600;1600;sample_477;605;-0.042632388450308215
478;478;Population 1600;1600;sample_478;610;-0.0026224379664861338
479;479;Population 1600;1600;sample_479;615;0.012434084967938509
