;rank;population_name;population_size;sample_name;sample_size;sample_mean
74;74;Population 600;600;sample_74;280;0.0020628115537009097
75;75;Population 600;600;sample_75;285;0.09562508192340274
76;76;Population 600;600;sample_76;290;0.0857578187788167
77;77;Population 600;600;sample_77;295;0.018705460455780115
78;78;Population 600;600;sample_78;300;0.010678709144593785
79;79;Population 600;600;sample_79;305;-0.007184045682418133
80;80;Population 600;600;sample_80;310;0.011699580563923848
81;81;Population 600;600;sample_81;315;-0.05365606155972917
82;82;Population 600;600;sample_82;320;-0.10719518533059494
83;83;Population 600;600;sample_83;325;0.028427297883283433
84;84;Population 600;600;sample_84;330;0.0036637814392047937
85;85;Population 600;600;sample_85;335;0.011062336550411861
86;86;Population 600;600;sample_86;340;0.017387334281366736
87;87;Population 600;600;sample_87;345;-0.011664215132545038
88;88;Population 600;600;sample_88;350;0.09998399364471339
89;89;Population 600;600;sample_89;355;0.007970854450643551
90;90;Population 600;600;sample_90;360;0.14283486895093134
91;91;Population 600;600;sample_91;365;0.033881641506809446
92;92;Population 600;600;sample_92;370;-0.02967291005554486
93;93;Population 600;600;sample_93;375;-0.0011566945389620807
94;94;Population 600;600;sample_94;380;-0.039881725659402914
95;95;Population 600;600;sample_95;385;0.13473502250760458
96;96;Population 600;600;sample_96;390;-0.01912913985927955
97;97;Population 600;600;sample_97;395;-0.0712124393315551
98;98;Population 600;600;sample_98;400;-0.044966539078807516
99;99;Population 600;600;sample_99;405;0.06128009663091392
100;100;Population 600;600;sample_100;410;0.033493200407603244
101;101;Population 600;600;sample_101;415;0.03221416204645882
102;102;Population 600;600;sample_102;420;-0.02266812428693474
103;103;Population 600;600;sample_103;425;0.07610305811357775
104;104;Population 600;600;sample_104;430;0.005432007506635347
105;105;Population 600;600;sample_105;435;0.0796305342895576
106;106;Population 600;600;sample_106;440;-0.048606706973078034
107;107;Population 600;600;sample_107;445;-0.0386221573297867
108;108;Population 600;600;sample_108;450;-0.12523535160937493
109;109;Population 600;600;sample_109;455;-0.06202130606101382
110;110;Population 600;600;sample_110;460;-0.060644731831389874
111;111;Population 600;600;sample_111;465;-0.03954775198197008
112;112;Population 600;600;sample_112;470;0.03870211753040847
113;113;Population 600;600;sample_113;475;-0.006676785873286739
114;114;Population 600;600;sample_114;480;0.01220031787559958
115;115;Population 600;600;sample_115;485;0.023409752757460035
116;116;Population 600;600;sample_116;490;-0.013853820367714861
117;117;Population 600;600;sample_117;495;0.03957135329448179
118;118;Population 600;600;sample_118;500;0.012459187013910085
119;119;Population 600;600;sample_119;505;0.022049227227527078
120;120;Population 600;600;sample_120;510;-0.025220229583757876
121;121;Population 600;600;sample_121;515;-0.00028729780689848216
122;122;Population 600;600;sample_122;520;-0.025419098012613325
123;123;Population 600;600;sample_123;525;0.02840711049623894
124;124;Population 600;600;sample_124;530;-0.03312064613402959
125;125;Population 600;600;sample_125;535;-0.043766882570140615
126;126;Population 600;600;sample_126;540;0.04279378984708198
127;127;Population 600;600;sample_127;545;-0.015698324022472423
128;128;Population 600;600;sample_128;550;0.020217655763275808
129;129;Population 600;600;sample_129;555;0.012330834286004566
130;130;Population 600;600;sample_130;560;0.03261762572107992
131;131;Population 600;600;sample_131;565;0.021145091101628013
132;132;Population 600;600;sample_132;570;0.00758215250646764
133;133;Population 600;600;sample_133;575;-0.006575412987828538
134;134;Population 600;600;sample_134;580;0.034880114658536264
135;135;Population 600;600;sample_135;585;0.017029771958290398
136;136;Population 600;600;sample_136;590;0.017407714687423696
137;137;Population 600;600;sample_137;595;-0.03942124741413598
138;138;Population 1100;1100;sample_138;5;-0.34359401108665794
139;139;Population 1100;1100;sample_139;10;-0.44464708148910825
140;140;Population 1100;1100;sample_140;15;0.12018721402473513
141;141;Population 1100;1100;sample_141;20;-0.2533204259616731
142;142;Population 1100;1100;sample_142;25;-0.5449757411764763
143;143;Population 1100;1100;sample_143;30;-0.1823793345155391
144;144;Population 1100;1100;sample_144;35;0.20368025629101233
145;145;Population 1100;1100;sample_145;40;0.0729144467670457
146;146;Population 1100;1100;sample_146;45;-0.048110893600218696
147;147;Population 1100;1100;sample_147;50;0.045215782575813164
148;148;Population 1100;1100;sample_148;55;0.15612275186804936
149;149;Population 1100;1100;sample_149;60;-0.06373347895576453
150;150;Population 1100;1100;sample_150;65;-0.2369685748692191
151;151;Population 1100;1100;sample_151;70;-0.012721574417007098
152;152;Population 1100;1100;sample_152;75;-0.0034984719673150783
153;153;Population 1100;1100;sample_153;80;0.07693135451936431
154;154;Population 1100;1100;sample_154;85;-0.015105837976964435
155;155;Population 1100;1100;sample_155;90;0.04397005517466248
156;156;Population 1100;1100;sample_156;95;-0.1788945702008234
157;157;Population 1100;1100;sample_157;100;-0.11381031710802421
158;158;Population 1100;1100;sample_158;105;-0.0839358187693961
159;159;Population 1100;1100;sample_159;110;-0.04824899007860315
160;160;Population 1100;1100;sample_160;115;-0.0838614096060805
161;161;Population 1100;1100;sample_161;120;-0.052637488173921006
162;162;Population 1100;1100;sample_162;125;0.10554790221602721
163;163;Population 1100;1100;sample_163;130;-0.03369680232262437
164;164;Population 1100;1100;sample_164;135;-0.009147720381882277
165;165;Population 1100;1100;sample_165;140;-0.05883254793006866
166;166;Population 1100;1100;sample_166;145;-0.05006569284171425
167;167;Population 1100;1100;sample_167;150;-0.06869800446186183
168;168;Population 1100;1100;sample_168;155;0.15509009616496666
169;169;Population 1100;1100;sample_169;160;-0.012359601795599645
170;170;Population 1100;1100;sample_170;165;0.022974237551812667
171;171;Population 1100;1100;sample_171;170;-0.05065205394526621
172;172;Population 1100;1100;sample_172;175;0.016366072502203385
173;173;Population 1100;1100;sample_173;180;-0.1007676414319071
174;174;Population 1100;1100;sample_174;185;0.041455341330501404
175;175;Population 1100;1100;sample_175;190;-0.027841963316254815
176;176;Population 1100;1100;sample_176;195;0.007095218743399119
177;177;Population 1100;1100;sample_177;200;0.0913881512719611
178;178;Population 1100;1100;sample_178;205;-0.03586529169153615
179;179;Population 1100;1100;sample_179;210;0.01968107217427839
180;180;Population 1100;1100;sample_180;215;0.09599205029676648
181;181;Population 1100;1100;sample_181;220;0.07818162516564425
182;182;Population 1100;1100;sample_182;225;-0.0574887124312248
183;183;Population 1100;1100;sample_183;230;0.10822846321937617
184;184;Population 1100;1100;sample_184;235;0.036796194211389244
185;185;Population 1100;1100;sample_185;240;-0.05437576278510095
186;186;Population 1100;1100;sample_186;245;-0.004248065239712084
187;187;Population 1100;1100;sample_187;250;0.06373346043463979
188;188;Population 1100;1100;sample_188;255;0.005816377372653981
189;189;Population 1100;1100;sample_189;260;0.07954317113823875
190;190;Population 1100;1100;sample_190;265;0.0288300614401712
191;191;Population 1100;1100;sample_191;270;0.02040758305836723
192;192;Population 1100;1100;sample_192;275;-0.03542679311617537
193;193;Population 1100;1100;sample_193;280;-0.019303034059726353
194;194;Population 1100;1100;sample_194;285;-0.01646834600962446
195;195;Population 1100;1100;sample_195;290;0.05928993537034199
196;196;Population 1100;1100;sample_196;295;-0.0564805741577156
197;197;Population 1100;1100;sample_197;300;-0.002884952779061815
198;198;Population 1100;1100;sample_198;305;-0.13810979954224012
199;199;Population 1100;1100;sample_199;310;0.04215908977513467
200;200;Population 1100;1100;sample_200;315;0.0877907986100126
201;201;Population 1100;1100;sample_201;320;-0.02366671927958097
202;202;Population 1100;1100;sample_202;325;-0.00212308122328516
203;203;Population 1100;1100;sample_203;330;-0.06472784361203342
204;204;Population 1100;1100;sample_204;335;0.0350262739566299
205;205;Population 1100;1100;sample_205;340;-0.09723635431684047
206;206;Population 1100;1100;sample_206;345;-0.01742715966208064
207;207;Population 1100;1100;sample_207;350;-0.002363445145949117
208;208;Population 1100;1100;sample_208;355;-0.050520364358393854
209;209;Population 1100;1100;sample_209;360;0.004367823655138182
210;210;Population 1100;1100;sample_210;365;0.013506701784484211
211;211;Population 1100;1100;sample_211;370;0.008476843531015146
212;212;Population 1100;1100;sample_212;375;0.014082741496102604
213;213;Population 1100;1100;sample_213;380;0.07443921355209984
214;214;Population 1100;1100;sample_214;385;-0.015785722297318987
215;215;Population 1100;1100;sample_215;390;0.0038428894784205024
216;216;Population 1100;1100;sample_216;395;0.032075581198723606
217;217;Population 1100;1100;sample_217;400;-0.05394839891886482
218;218;Population 1100;1100;sample_218;405;0.08046390008546857
219;219;Population 1100;1100;sample_219;410;0.020095180443903737
220;220;Population 1100;1100;sample_220;415;0.043753958772201104
221;221;Population 1100;1100;sample_221;420;0.023953602283546708
222;222;Population 1100;1100;sample_222;425;0.04949178390698418
223;223;Population 1100;1100;sample_223;430;0.004097114043896889
224;224;Population 1100;1100;sample_224;435;-0.016305385241629736
225;225;Population 1100;1100;sample_225;440;-0.04373459291780957
226;226;Population 1100;1100;sample_226;445;-0.052132962927363385
227;227;Population 1100;1100;sample_227;450;0.057639399850953496
228;228;Population 1100;1100;sample_228;455;-0.002223678282676816
229;229;Population 1100;1100;sample_229;460;0.0335536161376802
230;230;Population 1100;1100;sample_230;465;0.06620468074340602
231;231;Population 1100;1100;sample_231;470;-0.0018812744847734927
232;232;Population 1100;1100;sample_232;475;0.08428283469823726
233;233;Population 1100;1100;sample_233;480;-0.025336256556830538
234;234;Population 1100;1100;sample_234;485;0.02579553157830991
235;235;Population 1100;1100;sample_235;490;0.08873724387441766
236;236;Population 1100;1100;sample_236;495;0.025548886748362337
237;237;Population 1100;1100;sample_237;500;-0.07582529175376891
238;238;Population 1100;1100;sample_238;505;-0.042992967467642196
239;239;Population 1100;1100;sample_239;510;-0.024345620010883744
240;240;Population 1100;1100;sample_240;515;0.025835511703485473
241;241;Population 1100;1100;sample_241;520;0.00044105591884547284
242;242;Population 1100;1100;sample_242;525;0.013363997467829956
243;243;Population 1100;1100;sample_243;530;0.0037716298517673713
244;244;Population 1100;1100;sample_244;535;0.08403370345353528
245;245;Population 1100;1100;sample_245;540;0.08500166313883176
246;246;Population 1100;1100;sample_246;545;0.020599825015157818
247;247;Population 1100;1100;sample_247;550;0.059619937750571936
248;248;Population 1100;1100;sample_248;555;-0.026408969722584906
249;249;Population 1100;1100;sample_249;560;-0.054012057743003904
250;250;Population 1100;1100;sample_250;565;0.009893688901909488
251;251;Population 1100;1100;sample_251;570;0.051081783862319895
252;252;Population 1100;1100;sample_252;575;-0.02998934384620007
253;253;Population 1100;1100;sample_253;580;-0.021452530669632437
254;254;Population 1100;1100;sample_254;585;0.03975826905660933
255;255;Population 1100;1100;sample_255;590;-0.040988337778280204
256;256;Population 1100;1100;sample_256;595;0.030038527817541277
257;257;Population 1100;1100;sample_257;600;-0.019518890331514
258;258;Population 1100;1100;sample_258;605;0.035390313986685275
259;259;Population 1100;1100;sample_259;610;-0.040917493675166075
260;260;Population 1100;1100;sample_260;615;-0.025078389299726733
261;261;Population 1100;1100;sample_261;620;-0.0025450727952677572
262;262;Population 1100;1100;sample_262;625;-0.015464527201608746
263;263;Population 1100;1100;sample_263;630;0.0016187531805098526
264;264;Population 1100;1100;sample_264;635;-0.051179197579251656
265;265;Population 1100;1100;sample_265;640;0.0343961978108418
266;266;Population 1100;1100;sample_266;645;0.03247062073614817
267;267;Population 1100;1100;sample_267;650;0.0028449015993835484
268;268;Population 1100;1100;sample_268;655;0.007570617580926473
269;269;Population 1100;1100;sample_269;660;0.03903020274853629
270;270;Population 1100;1100;sample_270;665;-0.038590794525124573
271;271;Population 1100;1100;sample_271;670;-0.05345397749945892
272;272;Population 1100;1100;sample_272;675;-0.006155904330368839
273;273;Population 1100;1100;sample_273;680;-0.057398194868757434
274;274;Population 1100;1100;sample_274;685;-0.011862908144648925
275;275;Population 1100;1100;sample_275;690;-0.0443758834560797
276;276;Population 1100;1100;sample_276;695;-0.026468957640277267
277;277;Population 1100;1100;sample_277;700;-0.05251966679941209
278;278;Population 1100;1100;sample_278;705;0.02774615987510684
279;279;Population 1100;1100;sample_279;710;0.026983513577816108
280;280;Population 1100;1100;sample_280;715;-0.012070291421570635
281;281;Population 1100;1100;sample_281;720;-0.04808175051192774
282;282;Population 1100;1100;sample_282;725;-0.004917412731031264
283;283;Population 1100;1100;sample_283;730;-0.01603054380329621
284;284;Population 1100;1100;sample_284;735;-0.009462998211954824
285;285;Population 1100;1100;sample_285;740;0.0633111206813385
286;286;Population 1100;1100;sample_286;745;0.06405199034836695
287;287;Population 1100;1100;sample_287;750;-0.019700864636284936
288;288;Population 1100;1100;sample_288;755;-0.032503673936537726
289;289;Population 1100;1100;sample_289;760;-0.006946565459952868
290;290;Population 1100;1100;sample_290;765;0.025635248053135763
291;291;Population 1100;1100;sample_291;770;0.04729585985589066
292;292;Population 1100;1100;sample_292;775;0.05425996069492323
293;293;Population 1100;1100;sample_293;780;-0.014103545946252526
294;294;Population 1100;1100;sample_294;785;0.026798354766931317
295;295;Population 1100;1100;sample_295;790;-0.03716298251215479
296;296;Population 1100;1100;sample_296;795;-0.027855997605355697
297;297;Population 1100;1100;sample_297;800;0.044085732171283684
298;298;Population 1100;1100;sample_298;805;0.0820971635967178
299;299;Population 1100;1100;sample_299;810;0.03225666534470372
300;300;Population 1100;1100;sample_300;815;-0.007412563175036416
301;301;Population 1100;1100;sample_301;820;-0.0626232925214308
302;302;Population 1100;1100;sample_302;825;0.03487067671183975
303;303;Population 1100;1100;sample_303;830;-0.02579189893889617
304;304;Population 1100;1100;sample_304;835;-0.07359747586784439
305;305;Population 1100;1100;sample_305;840;0.006085928453893134
306;306;Population 1100;1100;sample_306;845;0.017054281296365346
307;307;Population 1100;1100;sample_307;850;0.02766028303744216
308;308;Population 1100;1100;sample_308;855;0.007870187757222627
309;309;Population 1100;1100;sample_309;860;-0.008001561253092005
310;310;Population 1100;1100;sample_310;865;0.05017198773929814
311;311;Population 1100;1100;sample_311;870;0.000638578921420048
312;312;Population 1100;1100;sample_312;875;0.022636370804748604
313;313;Population 1100;1100;sample_313;880;0.003516108705244646
314;314;Population 1100;1100;sample_314;885;0.07335205946754601
315;315;Population 1100;1100;sample_315;890;-0.04073234360579582
316;316;Population 1100;1100;sample_316;895;-0.0208030626409732
317;317;Population 1100;1100;sample_317;900;0.024505186245420103
318;318;Population 1100;1100;sample_318;905;0.00627972853757218
319;319;Population 1100;1100;sample_319;910;0.05467334101879041
320;320;Population 1100;1100;sample_320;915;-0.004913329746896506
321;321;Population 1100;1100;sample_321;920;0.005591369303926054
322;322;Population 1100;1100;sample_322;925;-0.032516246864190836
323;323;Population 1100;1100;sample_323;930;0.01979261411337057
324;324;Population 1100;1100;sample_324;935;-0.008076321654484072
325;325;Population 1100;1100;sample_325;940;0.007409222842989834
326;326;Population 1100;1100;sample_326;945;-0.03300271708596801
327;327;Population 1100;1100;sample_327;950;-0.052864571144084486
328;328;Population 1100;1100;sample_328;955;0.009836050321341775
329;329;Population 1100;1100;sample_329;960;-0.0012587109007330918
330;330;Population 1100;1100;sample_330;965;0.0002982686573724832
331;331;Population 1100;1100;sample_331;970;-0.04780662013488963
332;332;Population 1100;1100;sample_332;975;0.026725655511383936
333;333;Population 1100;1100;sample_333;980;0.004970119397830832
334;334;Population 1100;1100;sample_334;985;0.02141913442483564
335;335;Population 1100;1100;sample_335;990;-0.016981895379688146
336;336;Population 1100;1100;sample_336;995;-0.017299966461201504
337;337;Population 1100;1100;sample_337;1000;-0.0018141299432964395
338;338;Population 1100;1100;sample_338;1005;0.04597452499157957
339;339;Population 1100;1100;sample_339;1010;0.018031939952076123
340;340;Population 1100;1100;sample_340;1015;0.01225534813514024
341;341;Population 1100;1100;sample_341;1020;0.03208832508911601
342;342;Population 1100;1100;sample_342;1025;0.02293408792172035
343;343;Population 1100;1100;sample_343;1030;-0.001329286607995259
344;344;Population 1100;1100;sample_344;1035;0.007091899837155407
345;345;Population 1100;1100;sample_345;1040;0.02071277359320702
346;346;Population 1100;1100;sample_346;1045;0.017330660564816552
347;347;Population 1100;1100;sample_347;1050;0.007792548139644556
348;348;Population 1100;1100;sample_348;1055;-0.007510330105465335
349;349;Population 1100;1100;sample_349;1060;0.028123089567882276
350;350;Population 1100;1100;sample_350;1065;-0.047469857395774494
351;351;Population 1100;1100;sample_351;1070;0.009037913349030246
352;352;Population 1100;1100;sample_352;1075;0.05300711272283693
353;353;Population 1100;1100;sample_353;1080;0.02321994440517906
354;354;Population 1100;1100;sample_354;1085;-0.02435491707568537
355;355;Population 1100;1100;sample_355;1090;0.013968599905909547
356;356;Population 1100;1100;sample_356;1095;-0.020488206600839068
357;357;Population 1600;1600;sample_357;5;0.49659615509421184
358;358;Population 1600;1600;sample_358;10;0.12310741996720043
359;359;Population 1600;1600;sample_359;15;0.3642725877406515
360;360;Population 1600;1600;sample_360;20;0.22383711344512364
361;361;Population 1600;1600;sample_361;25;-0.11621616420666607
362;362;Population 1600;1600;sample_362;30;0.09116039142469613
363;363;Population 1600;1600;sample_363;35;0.18189627962616184
364;364;Population 1600;1600;sample_364;40;-0.10986266356987742
365;365;Population 1600;1600;sample_365;45;0.12378394610948808
366;366;Population 1600;1600;sample_366;50;-0.07314985761176537
367;367;Population 1600;1600;sample_367;55;-0.033716635934746345
368;368;Population 1600;1600;sample_368;60;-0.13193122545807032
369;369;Population 1600;1600;sample_369;65;0.14333675510433333
370;370;Population 1600;1600;sample_370;70;-0.07279476374037952
371;371;Population 1600;1600;sample_371;75;-0.025678973145805774
372;372;Population 1600;1600;sample_372;80;-0.10317813481459241
373;373;Population 1600;1600;sample_373;85;0.011943592414358772
374;374;Population 1600;1600;sample_374;90;0.15180222637970012
375;375;Population 1600;1600;sample_375;95;-0.026738720494470024
376;376;Population 1600;1600;sample_376;100;-0.024739270172009747
377;377;Population 1600;1600;sample_377;105;-0.057147761150621486
378;378;Population 1600;1600;sample_378;110;0.08039619455987883
379;379;Population 1600;1600;sample_379;115;0.048560528311474616
380;380;Population 1600;1600;sample_380;120;0.18466174228302812
381;381;Population 1600;1600;sample_381;125;-0.08856712960234608
382;382;Population 1600;1600;sample_382;130;-0.1060970690890081
383;383;Population 1600;1600;sample_383;135;-0.13866821748294478
384;384;Population 1600;1600;sample_384;140;-0.09116990641678456
385;385;Population 1600;1600;sample_385;145;0.16060712903905225
386;386;Population 1600;1600;sample_386;150;0.022168157328753407
387;387;Population 1600;1600;sample_387;155;-0.055356158944476506
388;388;Population 1600;1600;sample_388;160;-0.022954486380328352
389;389;Population 1600;1600;sample_389;165;-0.061064387420274334
390;390;Population 1600;1600;sample_390;170;-0.0574671866953139
391;391;Population 1600;1600;sample_391;175;-0.003054645267340561
392;392;Population 1600;1600;sample_392;180;-0.08804570962875025
393;393;Population 1600;1600;sample_393;185;0.014814207649627592
394;394;Population 1600;1600;sample_394;190;-0.015218123139150087
395;395;Population 1600;1600;sample_395;195;-0.10836534749372151
396;396;Population 1600;1600;sample_396;200;0.08397283648511471
397;397;Population 1600;1600;sample_397;205;0.06481207615351228
398;398;Population 1600;1600;sample_398;210;-0.07250503793081314
399;399;Population 1600;1600;sample_399;215;0.028973265349439548
400;400;Population 1600;1600;sample_400;220;0.08819498864161716
401;401;Population 1600;1600;sample_401;225;-0.25227784483453763
402;402;Population 1600;1600;sample_402;230;-0.035097002612525754
403;403;Population 1600;1600;sample_403;235;0.03582412282236455
404;404;Population 1600;1600;sample_404;240;-0.05263048013674681
405;405;Population 1600;1600;sample_405;245;0.05852094303685897
406;406;Population 1600;1600;sample_406;250;0.006512899313135634
407;407;Population 1600;1600;sample_407;255;0.03393422158816776
408;408;Population 1600;1600;sample_408;260;0.043253022496982776
409;409;Population 1600;1600;sample_409;265;-0.07552727954914017
410;410;Population 1600;1600;sample_410;270;0.023713619010249508
411;411;Population 1600;1600;sample_411;275;0.016059831668066644
412;412;Population 1600;1600;sample_412;280;-0.019350021543148736
413;413;Population 1600;1600;sample_413;285;-0.01554577902025662
414;414;Population 1600;1600;sample_414;290;0.06614274062574214
415;415;Population 1600;1600;sample_415;295;0.07678249847452236
416;416;Population 1600;1600;sample_416;300;-0.012501081838232526
417;417;Population 1600;1600;sample_417;305;-0.07937410718029658
418;418;Population 1600;1600;sample_418;310;0.013308022813031617
419;419;Population 1600;1600;sample_419;315;-0.005300273159097743
420;420;Population 1600;1600;sample_420;320;0.05937381194837317
421;421;Population 1600;1600;sample_421;325;-0.05582553071647743
422;422;Population 1600;1600;sample_422;330;0.07825122308751294
423;423;Population 1600;1600;sample_423;335;0.03736325463320462
424;424;Population 1600;1600;sample_424;340;-0.009604681829714747
425;425;Population 1600;1600;sample_425;345;0.12996446391896135
426;426;Population 1600;1600;sample_426;350;0.04749368620010978
427;427;Population 1600;1600;sample_427;355;-0.01228470178982911
428;428;Population 1600;1600;sample_428;360;0.014030988090825433
429;429;Population 1600;1600;sample_429;365;0.00621477626333585
430;430;Population 1600;1600;sample_430;370;0.1193879786725291
431;431;Population 1600;1600;sample_431;375;0.03645173082039553
432;432;Population 1600;1600;sample_432;380;0.06978071917319872
433;433;Population 1600;1600;sample_433;385;-0.008247201155702816
434;434;Population 1600;1600;sample_434;390;0.07050262835517813
435;435;Population 1600;1600;sample_435;395;-0.010932023266846136
436;436;Population 1600;1600;sample_436;400;0.0005941194703854258
437;437;Population 1600;1600;sample_437;405;-0.061359293566854746
438;438;Population 1600;1600;sample_438;410;-0.10318991088339066
439;439;Population 1600;1600;sample_439;415;-0.01094978111799466
440;440;Population 1600;1600;sample_440;420;0.019648352659944277
441;441;Population 1600;1600;sample_441;425;0.03832526897652862
442;442;Population 1600;1600;sample_442;430;0.030212876476221968
443;443;Population 1600;1600;sample_443;435;0.04891077582191656
444;444;Population 1600;1600;sample_444;440;-0.05862430865089744
445;445;Population 1600;1600;sample_445;445;0.07685765502730185
446;446;Population 1600;1600;sample_446;450;-0.016824996207884555
447;447;Population 1600;1600;sample_447;455;0.01243138785150917
448;448;Population 1600;1600;sample_448;460;0.012881969343629727
449;449;Population 1600;1600;sample_449;465;0.04248066818722251
450;450;Population 1600;1600;sample_450;470;0.0023613700550142833
451;451;Population 1600;1600;sample_451;475;0.01614563571483241
452;452;Population 1600;1600;sample_452;480;0.04851914973850518
453;453;Population 1600;1600;sample_453;485;0.03943619173976124
454;454;Population 1600;1600;sample_454;490;-0.05029397864218044
455;455;Population 1600;1600;sample_455;495;0.10461555995523171
456;456;Population 1600;1600;sample_456;500;0.04414306266462907
457;457;Population 1600;1600;sample_457;505;-0.05136394350027445
458;458;Population 1600;1600;sample_458;510;-0.011887304398510996
459;459;Population 1600;1600;sample_459;515;0.03303330177229851
460;460;Population 1600;1600;sample_460;520;-0.051852875197682405
461;461;Population 1600;1600;sample_461;525;0.09417298846197647
462;462;Population 1600;1600;sample_462;530;-0.07360373475733661
463;463;Population 1600;1600;sample_463;535;-0.015634782012652296
464;464;Population 1600;1600;sample_464;540;0.04015819030255568
465;465;Population 1600;1600;sample_465;545;-0.05987277023529076
466;466;Population 1600;1600;sample_466;550;0.021792802749092656
467;467;Population 1600;1600;sample_467;555;0.09939909420726212
468;468;Population 1600;1600;sample_468;560;-0.023924992633815693
469;469;Population 1600;1600;sample_469;565;0.0052358642495497435
470;470;Population 1600;1600;sample_470;570;0.03619730303030185
471;471;Population 1600;1600;sample_471;575;-0.05898419431511795
472;472;Population 1600;1600;sample_472;580;0.04616439617577001
473;473;Population 1600;1600;sample_473;585;0.0032500880024287303
474;474;Population 1600;1600;sample_474;590;0.007849906978688414
475;475;Population 1600;1600;sample_475;595;-0.03100739705957063
476;476;Population 1600;1600;sample_476;600;0.12673629600264572
477;477;Population 1600;1600;sample_477;605;0.0919998796514549
478;478;Population 1600;1600;sample_478;610;0.07557312613049026
479;479;Population 1600;1600;sample_479;615;-0.023170402032760537
480;480;Population 1600;1600;sample_480;620;0.006187616495521387
