;rank;population_name;population_size;sample_name;sample_size;sample_mean
45;45;Population 600;600;sample_45;135;0.07140029207326352
46;46;Population 600;600;sample_46;140;0.05647301307026263
47;47;Population 600;600;sample_47;145;-0.0032726570544716034
48;48;Population 600;600;sample_48;150;0.023474937265291953
49;49;Population 600;600;sample_49;155;0.06635999859059641
50;50;Population 600;600;sample_50;160;0.05312056384423468
51;51;Population 600;600;sample_51;165;-0.04914304036553638
52;52;Population 600;600;sample_52;170;0.022665006482998375
53;53;Population 600;600;sample_53;175;-0.023105489399439447
54;54;Population 600;600;sample_54;180;0.048147857605031555
55;55;Population 600;600;sample_55;185;-0.06179529532484124
56;56;Population 600;600;sample_56;190;-0.00928983569830526
57;57;Population 600;600;sample_57;195;0.045414147047689174
58;58;Population 600;600;sample_58;200;0.08392773730821868
59;59;Population 600;600;sample_59;205;0.09345256945977853
60;60;Population 600;600;sample_60;210;0.07066314843852604
61;61;Population 600;600;sample_61;215;-0.017069779460664066
62;62;Population 600;600;sample_62;220;0.06658075361150025
63;63;Population 600;600;sample_63;225;0.09593025766132833
64;64;Population 600;600;sample_64;230;-0.0006878468136319176
65;65;Population 600;600;sample_65;235;0.02360245116737012
66;66;Population 600;600;sample_66;240;-0.002239838498180073
67;67;Population 600;600;sample_67;245;0.053210986097397696
68;68;Population 600;600;sample_68;250;-0.041585179711955876
69;69;Population 600;600;sample_69;255;0.02540707623237578
70;70;Population 600;600;sample_70;260;0.0702634809625634
71;71;Population 600;600;sample_71;265;0.001982014871161867
72;72;Population 600;600;sample_72;270;0.08744489849609612
73;73;Population 600;600;sample_73;275;-0.02355557623352833
74;74;Population 600;600;sample_74;280;-0.04080306497829344
75;75;Population 600;600;sample_75;285;-0.028780885832486534
76;76;Population 600;600;sample_76;290;0.07642839699053292
77;77;Population 600;600;sample_77;295;0.01647305760159254
78;78;Population 600;600;sample_78;300;0.04507355938230757
79;79;Population 600;600;sample_79;305;0.011389063432902562
80;80;Population 600;600;sample_80;310;-0.07790418817598202
81;81;Population 600;600;sample_81;315;0.0490521897979647
82;82;Population 600;600;sample_82;320;-0.026712563344217614
83;83;Population 600;600;sample_83;325;0.06602500363433239
84;84;Population 600;600;sample_84;330;0.06061728592037454
85;85;Population 600;600;sample_85;335;0.02311715205543591
86;86;Population 600;600;sample_86;340;0.05419532310638135
87;87;Population 600;600;sample_87;345;0.04109758727434967
88;88;Population 600;600;sample_88;350;-0.05978781240398721
89;89;Population 600;600;sample_89;355;-0.039386314332024705
90;90;Population 600;600;sample_90;360;-0.04373848682036065
91;91;Population 600;600;sample_91;365;0.019262663165263635
92;92;Population 600;600;sample_92;370;0.04996743315446047
93;93;Population 600;600;sample_93;375;-0.018413812215440445
94;94;Population 600;600;sample_94;380;0.03187896282440173
95;95;Population 600;600;sample_95;385;-0.02220580818990828
96;96;Population 600;600;sample_96;390;0.008391499640656618
97;97;Population 600;600;sample_97;395;0.044813177292279786
98;98;Population 600;600;sample_98;400;0.019820402869844166
99;99;Population 600;600;sample_99;405;0.05199819457122129
100;100;Population 600;600;sample_100;410;0.0308994546361324
101;101;Population 600;600;sample_101;415;-0.010257755373387934
102;102;Population 600;600;sample_102;420;-0.012813177208444444
103;103;Population 600;600;sample_103;425;-0.010914949315398643
104;104;Population 600;600;sample_104;430;0.012469728918124078
105;105;Population 600;600;sample_105;435;0.02976889558356436
106;106;Population 600;600;sample_106;440;-0.01819355783909828
107;107;Population 600;600;sample_107;445;0.12242741979641471
108;108;Population 600;600;sample_108;450;-0.01953218545161638
109;109;Population 600;600;sample_109;455;0.003486789830606027
110;110;Population 600;600;sample_110;460;-0.0338891628285854
111;111;Population 600;600;sample_111;465;0.01315254469273317
112;112;Population 600;600;sample_112;470;0.06467946707496537
113;113;Population 600;600;sample_113;475;0.09597435277998768
114;114;Population 600;600;sample_114;480;0.04775942937929815
115;115;Population 600;600;sample_115;485;-0.01480232119165727
116;116;Population 600;600;sample_116;490;0.05849478825556276
117;117;Population 600;600;sample_117;495;0.041801313586692715
118;118;Population 600;600;sample_118;500;-0.045988974013515954
119;119;Population 600;600;sample_119;505;0.12734478867996255
120;120;Population 600;600;sample_120;510;0.0038959805660212857
121;121;Population 600;600;sample_121;515;0.059414649626600535
122;122;Population 600;600;sample_122;520;0.05033832903895124
123;123;Population 600;600;sample_123;525;0.0018025136318521125
124;124;Population 600;600;sample_124;530;0.10013451965614367
125;125;Population 600;600;sample_125;535;-0.09569736880128442
126;126;Population 600;600;sample_126;540;-0.0030910110246299242
127;127;Population 600;600;sample_127;545;0.024976069796305976
128;128;Population 600;600;sample_128;550;-0.004339833838840038
129;129;Population 600;600;sample_129;555;0.007785087956547902
130;130;Population 600;600;sample_130;560;0.000633199619080717
131;131;Population 600;600;sample_131;565;-0.002675644680330222
132;132;Population 600;600;sample_132;570;-0.01693552089509001
133;133;Population 600;600;sample_133;575;0.08632183490552675
134;134;Population 600;600;sample_134;580;-0.07267101868029396
135;135;Population 600;600;sample_135;585;0.07314204176752778
136;136;Population 600;600;sample_136;590;-0.04474164143223326
137;137;Population 600;600;sample_137;595;0.009183834209379474
138;138;Population 1100;1100;sample_138;5;0.6706961997937259
139;139;Population 1100;1100;sample_139;10;-0.13679184538191275
140;140;Population 1100;1100;sample_140;15;0.19082379116866618
141;141;Population 1100;1100;sample_141;20;-0.09016567658092643
142;142;Population 1100;1100;sample_142;25;-0.09475464489468725
143;143;Population 1100;1100;sample_143;30;0.3718579730415689
144;144;Population 1100;1100;sample_144;35;-0.11000707998836017
145;145;Population 1100;1100;sample_145;40;0.012799219776790837
146;146;Population 1100;1100;sample_146;45;0.06067612695739706
147;147;Population 1100;1100;sample_147;50;-0.04451459667336339
148;148;Population 1100;1100;sample_148;55;-0.07390243904699227
149;149;Population 1100;1100;sample_149;60;0.12317878214789431
150;150;Population 1100;1100;sample_150;65;0.16831883438567985
151;151;Population 1100;1100;sample_151;70;-0.03467975981470045
152;152;Population 1100;1100;sample_152;75;0.1278320232245912
153;153;Population 1100;1100;sample_153;80;0.00974222072115739
154;154;Population 1100;1100;sample_154;85;0.16499263316920038
155;155;Population 1100;1100;sample_155;90;-0.11464830435816128
156;156;Population 1100;1100;sample_156;95;-0.10674703979612797
157;157;Population 1100;1100;sample_157;100;-0.11398827999676144
158;158;Population 1100;1100;sample_158;105;-0.07784110227207408
159;159;Population 1100;1100;sample_159;110;-0.0005106010626690714
160;160;Population 1100;1100;sample_160;115;-0.022332300830969782
161;161;Population 1100;1100;sample_161;120;-0.07060374658672366
162;162;Population 1100;1100;sample_162;125;0.03320524635641291
163;163;Population 1100;1100;sample_163;130;-0.1268702581703474
164;164;Population 1100;1100;sample_164;135;-0.07726127938052359
165;165;Population 1100;1100;sample_165;140;0.1206847178303164
166;166;Population 1100;1100;sample_166;145;0.05459584974633616
167;167;Population 1100;1100;sample_167;150;0.053668192603052965
168;168;Population 1100;1100;sample_168;155;-0.040568884350999646
169;169;Population 1100;1100;sample_169;160;0.04179882528413851
170;170;Population 1100;1100;sample_170;165;0.0065943089536406275
171;171;Population 1100;1100;sample_171;170;-0.1213272164985331
172;172;Population 1100;1100;sample_172;175;0.13633300487396172
173;173;Population 1100;1100;sample_173;180;0.024843717668303386
174;174;Population 1100;1100;sample_174;185;0.0001206536529326995
175;175;Population 1100;1100;sample_175;190;0.08688702505542119
176;176;Population 1100;1100;sample_176;195;0.12103233012068906
177;177;Population 1100;1100;sample_177;200;-0.028785809040960536
178;178;Population 1100;1100;sample_178;205;0.037682071578895075
179;179;Population 1100;1100;sample_179;210;-0.08243361962635988
180;180;Population 1100;1100;sample_180;215;-0.0617306773133826
181;181;Population 1100;1100;sample_181;220;0.11960098947738534
182;182;Population 1100;1100;sample_182;225;0.14904983164111213
183;183;Population 1100;1100;sample_183;230;0.02723736900779787
184;184;Population 1100;1100;sample_184;235;-0.045312489409000165
185;185;Population 1100;1100;sample_185;240;-0.024543524814240714
186;186;Population 1100;1100;sample_186;245;0.05524709790841438
187;187;Population 1100;1100;sample_187;250;0.02381583274263329
188;188;Population 1100;1100;sample_188;255;0.008485831330115101
189;189;Population 1100;1100;sample_189;260;-0.031977345452494366
190;190;Population 1100;1100;sample_190;265;-0.010754663783241799
191;191;Population 1100;1100;sample_191;270;-0.022446666734226947
192;192;Population 1100;1100;sample_192;275;0.08894934598017418
193;193;Population 1100;1100;sample_193;280;-0.025603942314711248
194;194;Population 1100;1100;sample_194;285;0.07715218082829069
195;195;Population 1100;1100;sample_195;290;0.012175331061016693
196;196;Population 1100;1100;sample_196;295;-0.027094885561877634
197;197;Population 1100;1100;sample_197;300;-0.013216185360001888
198;198;Population 1100;1100;sample_198;305;0.029824349018839118
199;199;Population 1100;1100;sample_199;310;-0.04836940288114042
200;200;Population 1100;1100;sample_200;315;-0.04111064791869342
201;201;Population 1100;1100;sample_201;320;0.00641689955134987
202;202;Population 1100;1100;sample_202;325;-0.04299850091829076
203;203;Population 1100;1100;sample_203;330;0.03506112999415155
204;204;Population 1100;1100;sample_204;335;0.0800496148719456
205;205;Population 1100;1100;sample_205;340;-0.05788787462134951
206;206;Population 1100;1100;sample_206;345;0.08094604352542022
207;207;Population 1100;1100;sample_207;350;-0.07634150101775408
208;208;Population 1100;1100;sample_208;355;0.05343103530184974
209;209;Population 1100;1100;sample_209;360;0.007975672505718774
210;210;Population 1100;1100;sample_210;365;0.01707683203135234
211;211;Population 1100;1100;sample_211;370;-0.015486859006874404
212;212;Population 1100;1100;sample_212;375;-0.010609960452009322
213;213;Population 1100;1100;sample_213;380;0.013893431138227597
214;214;Population 1100;1100;sample_214;385;0.0852289854734864
215;215;Population 1100;1100;sample_215;390;-0.025081190389054667
216;216;Population 1100;1100;sample_216;395;0.01103435277374282
217;217;Population 1100;1100;sample_217;400;-0.03050743277441838
218;218;Population 1100;1100;sample_218;405;0.03315862991742137
219;219;Population 1100;1100;sample_219;410;0.017628200832867827
220;220;Population 1100;1100;sample_220;415;0.06954884558368456
221;221;Population 1100;1100;sample_221;420;0.022119042140962743
222;222;Population 1100;1100;sample_222;425;0.08007513131951005
223;223;Population 1100;1100;sample_223;430;-0.021222462261743784
224;224;Population 1100;1100;sample_224;435;0.06646039899345131
225;225;Population 1100;1100;sample_225;440;-0.000286243331580982
226;226;Population 1100;1100;sample_226;445;-0.04290834231975119
227;227;Population 1100;1100;sample_227;450;0.03958291740239742
228;228;Population 1100;1100;sample_228;455;0.004025540936792647
229;229;Population 1100;1100;sample_229;460;-0.025489903836637625
230;230;Population 1100;1100;sample_230;465;0.01771854279475469
231;231;Population 1100;1100;sample_231;470;-0.08247418897076071
232;232;Population 1100;1100;sample_232;475;-0.03952809968113319
233;233;Population 1100;1100;sample_233;480;-0.027375507570525943
234;234;Population 1100;1100;sample_234;485;-0.08621620820819638
235;235;Population 1100;1100;sample_235;490;-0.029856800925912304
236;236;Population 1100;1100;sample_236;495;-0.06641700955686786
237;237;Population 1100;1100;sample_237;500;-0.0020953902559287486
238;238;Population 1100;1100;sample_238;505;0.05698346943544693
239;239;Population 1100;1100;sample_239;510;0.04639146676378257
240;240;Population 1100;1100;sample_240;515;0.08672612413851565
241;241;Population 1100;1100;sample_241;520;-0.01321401327399317
242;242;Population 1100;1100;sample_242;525;0.016080801610654477
243;243;Population 1100;1100;sample_243;530;0.05488044043494888
244;244;Population 1100;1100;sample_244;535;-0.06260987604461216
245;245;Population 1100;1100;sample_245;540;0.0035450060968887764
246;246;Population 1100;1100;sample_246;545;0.006758192806684329
247;247;Population 1100;1100;sample_247;550;-0.033645533220589864
248;248;Population 1100;1100;sample_248;555;-0.001240446745604298
249;249;Population 1100;1100;sample_249;560;0.021435891175061266
250;250;Population 1100;1100;sample_250;565;0.017911473042389846
251;251;Population 1100;1100;sample_251;570;0.050338717871826456
252;252;Population 1100;1100;sample_252;575;-0.01149327595060982
253;253;Population 1100;1100;sample_253;580;0.018827176799386863
254;254;Population 1100;1100;sample_254;585;0.03131786630485036
255;255;Population 1100;1100;sample_255;590;6.748629927165081e-05
256;256;Population 1100;1100;sample_256;595;-0.030666215299080646
257;257;Population 1100;1100;sample_257;600;-0.008210615651695478
258;258;Population 1100;1100;sample_258;605;-0.004501371948901282
259;259;Population 1100;1100;sample_259;610;-0.02851463018729816
260;260;Population 1100;1100;sample_260;615;0.04861162754217429
261;261;Population 1100;1100;sample_261;620;0.0015677950068609023
262;262;Population 1100;1100;sample_262;625;0.032304911203647056
263;263;Population 1100;1100;sample_263;630;-0.002509320038215409
264;264;Population 1100;1100;sample_264;635;-0.02705815052526331
265;265;Population 1100;1100;sample_265;640;0.01121630496474643
266;266;Population 1100;1100;sample_266;645;-0.01293648663344482
267;267;Population 1100;1100;sample_267;650;0.0054159201214598485
268;268;Population 1100;1100;sample_268;655;0.020847262487023552
269;269;Population 1100;1100;sample_269;660;0.037422000927710856
270;270;Population 1100;1100;sample_270;665;-0.04991502692775701
271;271;Population 1100;1100;sample_271;670;0.023417940657098023
272;272;Population 1100;1100;sample_272;675;0.04539876156095414
273;273;Population 1100;1100;sample_273;680;-0.03211668495774289
274;274;Population 1100;1100;sample_274;685;-0.012142474362456303
275;275;Population 1100;1100;sample_275;690;0.06859866619162214
276;276;Population 1100;1100;sample_276;695;0.08038431179201727
277;277;Population 1100;1100;sample_277;700;0.017432100021581864
278;278;Population 1100;1100;sample_278;705;-0.06781656164753623
279;279;Population 1100;1100;sample_279;710;0.03354604035403357
280;280;Population 1100;1100;sample_280;715;-0.010290311881047377
281;281;Population 1100;1100;sample_281;720;-0.004457734402944779
282;282;Population 1100;1100;sample_282;725;0.05972747969881712
283;283;Population 1100;1100;sample_283;730;-0.06814694711701065
284;284;Population 1100;1100;sample_284;735;0.004046091417735984
285;285;Population 1100;1100;sample_285;740;-0.038136026660688264
286;286;Population 1100;1100;sample_286;745;0.009752183644252684
287;287;Population 1100;1100;sample_287;750;-0.0025316320771208386
288;288;Population 1100;1100;sample_288;755;0.0013659505087362264
289;289;Population 1100;1100;sample_289;760;0.0046371153441400635
290;290;Population 1100;1100;sample_290;765;-0.018178783429534946
291;291;Population 1100;1100;sample_291;770;-0.052312458966294474
292;292;Population 1100;1100;sample_292;775;0.025038897911183522
293;293;Population 1100;1100;sample_293;780;0.007962710531655072
294;294;Population 1100;1100;sample_294;785;-0.03753959451159223
295;295;Population 1100;1100;sample_295;790;0.07033095275001455
296;296;Population 1100;1100;sample_296;795;0.015978133900941664
297;297;Population 1100;1100;sample_297;800;-0.01910958800691292
298;298;Population 1100;1100;sample_298;805;0.011430015488172292
299;299;Population 1100;1100;sample_299;810;0.018465077784649946
300;300;Population 1100;1100;sample_300;815;0.05964354858029333
301;301;Population 1100;1100;sample_301;820;0.016581200618124608
302;302;Population 1100;1100;sample_302;825;0.002306528365967223
303;303;Population 1100;1100;sample_303;830;-0.0020278928705577785
304;304;Population 1100;1100;sample_304;835;-0.029835935617417923
305;305;Population 1100;1100;sample_305;840;0.01119825132108542
306;306;Population 1100;1100;sample_306;845;-0.031605863981082484
307;307;Population 1100;1100;sample_307;850;-0.0005743024090299866
308;308;Population 1100;1100;sample_308;855;0.010926128600021007
309;309;Population 1100;1100;sample_309;860;-0.028837173436769812
310;310;Population 1100;1100;sample_310;865;0.011215811502646604
311;311;Population 1100;1100;sample_311;870;0.02290786111396407
312;312;Population 1100;1100;sample_312;875;-0.019318749639303193
313;313;Population 1100;1100;sample_313;880;0.02963782304510618
314;314;Population 1100;1100;sample_314;885;-0.021493925118339908
315;315;Population 1100;1100;sample_315;890;0.020029347066839256
316;316;Population 1100;1100;sample_316;895;-0.009366281601899729
317;317;Population 1100;1100;sample_317;900;0.009802411959279658
318;318;Population 1100;1100;sample_318;905;-0.060823796354264395
319;319;Population 1100;1100;sample_319;910;0.007846065458750147
320;320;Population 1100;1100;sample_320;915;0.005221078633986379
321;321;Population 1100;1100;sample_321;920;0.007316684682294306
322;322;Population 1100;1100;sample_322;925;-0.008505984951353624
323;323;Population 1100;1100;sample_323;930;0.04815811916895438
324;324;Population 1100;1100;sample_324;935;-0.003309781482275161
325;325;Population 1100;1100;sample_325;940;0.03821136897255224
326;326;Population 1100;1100;sample_326;945;0.047015716789706556
327;327;Population 1100;1100;sample_327;950;-0.08083700577984396
328;328;Population 1100;1100;sample_328;955;-0.012202208207736116
329;329;Population 1100;1100;sample_329;960;-0.005231081968283687
330;330;Population 1100;1100;sample_330;965;-0.033078307237943944
331;331;Population 1100;1100;sample_331;970;0.0005229642997928827
332;332;Population 1100;1100;sample_332;975;0.006707839369033632
333;333;Population 1100;1100;sample_333;980;0.009115258553591037
334;334;Population 1100;1100;sample_334;985;-0.04093245569815685
335;335;Population 1100;1100;sample_335;990;0.03313874411839996
336;336;Population 1100;1100;sample_336;995;0.03304082110513251
337;337;Population 1100;1100;sample_337;1000;0.03763382735492014
338;338;Population 1100;1100;sample_338;1005;0.03295358132785661
339;339;Population 1100;1100;sample_339;1010;-0.016148876347380613
340;340;Population 1100;1100;sample_340;1015;0.05563631347857127
341;341;Population 1100;1100;sample_341;1020;0.017557242729359906
342;342;Population 1100;1100;sample_342;1025;-0.05375848174445226
343;343;Population 1100;1100;sample_343;1030;-0.027845744132192696
344;344;Population 1100;1100;sample_344;1035;0.047412255620344367
345;345;Population 1100;1100;sample_345;1040;0.03186761736951183
346;346;Population 1100;1100;sample_346;1045;0.008885719571690355
347;347;Population 1100;1100;sample_347;1050;-0.015714623897327414
348;348;Population 1100;1100;sample_348;1055;-0.015233035177087222
349;349;Population 1100;1100;sample_349;1060;-0.0010529717977093588
350;350;Population 1100;1100;sample_350;1065;0.030609107326996093
351;351;Population 1100;1100;sample_351;1070;0.014707795443020928
352;352;Population 1100;1100;sample_352;1075;-0.020757215649591487
353;353;Population 1100;1100;sample_353;1080;0.011667754773543627
354;354;Population 1100;1100;sample_354;1085;0.002736250246925838
355;355;Population 1100;1100;sample_355;1090;0.027490589523612094
356;356;Population 1100;1100;sample_356;1095;0.03330725504416975
357;357;Population 1600;1600;sample_357;5;-0.13888051264148904
358;358;Population 1600;1600;sample_358;10;0.023877150109327682
359;359;Population 1600;1600;sample_359;15;-0.11089719164962056
360;360;Population 1600;1600;sample_360;20;-0.6475060867915208
361;361;Population 1600;1600;sample_361;25;-0.12643099177190562
362;362;Population 1600;1600;sample_362;30;-0.01612321482332062
363;363;Population 1600;1600;sample_363;35;-0.28248968515331363
364;364;Population 1600;1600;sample_364;40;0.20381180624481843
365;365;Population 1600;1600;sample_365;45;-0.3126935004232059
366;366;Population 1600;1600;sample_366;50;0.19280320065593753
367;367;Population 1600;1600;sample_367;55;0.1331851454344101
368;368;Population 1600;1600;sample_368;60;-0.04933647173846414
369;369;Population 1600;1600;sample_369;65;-0.0841828376376646
370;370;Population 1600;1600;sample_370;70;-0.007130158348885291
371;371;Population 1600;1600;sample_371;75;0.16964262020579027
372;372;Population 1600;1600;sample_372;80;-0.20700384697733676
373;373;Population 1600;1600;sample_373;85;-0.08692577696492125
374;374;Population 1600;1600;sample_374;90;0.02760492059979615
375;375;Population 1600;1600;sample_375;95;-0.025927747702607258
376;376;Population 1600;1600;sample_376;100;-0.04324643870419391
377;377;Population 1600;1600;sample_377;105;-0.016765065190311804
378;378;Population 1600;1600;sample_378;110;0.12210288623177755
379;379;Population 1600;1600;sample_379;115;0.013962052761891105
380;380;Population 1600;1600;sample_380;120;-0.07148755012085477
381;381;Population 1600;1600;sample_381;125;0.06791882943271219
382;382;Population 1600;1600;sample_382;130;-0.04094509420930107
383;383;Population 1600;1600;sample_383;135;0.09460389360705518
384;384;Population 1600;1600;sample_384;140;-0.1870491727439158
385;385;Population 1600;1600;sample_385;145;9.493290559841816e-05
386;386;Population 1600;1600;sample_386;150;0.013788180648211395
387;387;Population 1600;1600;sample_387;155;0.04507970703225283
388;388;Population 1600;1600;sample_388;160;0.07061586034488436
389;389;Population 1600;1600;sample_389;165;0.09215993288877201
390;390;Population 1600;1600;sample_390;170;-0.08867918068707017
391;391;Population 1600;1600;sample_391;175;0.01777538968716406
392;392;Population 1600;1600;sample_392;180;0.012758886106587042
393;393;Population 1600;1600;sample_393;185;-0.04601006897592364
394;394;Population 1600;1600;sample_394;190;-0.00909706853512409
395;395;Population 1600;1600;sample_395;195;0.09927438886846662
396;396;Population 1600;1600;sample_396;200;0.06341727600660729
397;397;Population 1600;1600;sample_397;205;-0.0626980741634606
398;398;Population 1600;1600;sample_398;210;0.12456607679994258
399;399;Population 1600;1600;sample_399;215;-0.05012805683446592
400;400;Population 1600;1600;sample_400;220;-0.049210121574525534
401;401;Population 1600;1600;sample_401;225;0.12885696944570926
402;402;Population 1600;1600;sample_402;230;-0.037203099157530804
403;403;Population 1600;1600;sample_403;235;-0.06298455482513649
404;404;Population 1600;1600;sample_404;240;0.013588754876841509
405;405;Population 1600;1600;sample_405;245;0.13256762001003777
406;406;Population 1600;1600;sample_406;250;-0.015321864882998568
407;407;Population 1600;1600;sample_407;255;-0.03649169332120781
408;408;Population 1600;1600;sample_408;260;0.019974182383782315
409;409;Population 1600;1600;sample_409;265;0.05308048842581839
410;410;Population 1600;1600;sample_410;270;0.005372177657859493
411;411;Population 1600;1600;sample_411;275;-0.009746119523166525
412;412;Population 1600;1600;sample_412;280;0.005323889473153019
413;413;Population 1600;1600;sample_413;285;0.012878268819705848
414;414;Population 1600;1600;sample_414;290;0.059167994514486025
415;415;Population 1600;1600;sample_415;295;-0.06661158012580307
416;416;Population 1600;1600;sample_416;300;-0.11387195881635359
417;417;Population 1600;1600;sample_417;305;-0.043424458845740165
418;418;Population 1600;1600;sample_418;310;0.0063190253225434605
419;419;Population 1600;1600;sample_419;315;0.033806425392381836
420;420;Population 1600;1600;sample_420;320;-0.055160073559195166
421;421;Population 1600;1600;sample_421;325;0.09662409963311326
422;422;Population 1600;1600;sample_422;330;-0.09960811823569178
423;423;Population 1600;1600;sample_423;335;-0.014494782872676498
424;424;Population 1600;1600;sample_424;340;0.019331376929629062
425;425;Population 1600;1600;sample_425;345;0.09809757043644027
426;426;Population 1600;1600;sample_426;350;0.023165896843346644
427;427;Population 1600;1600;sample_427;355;0.053630100190375805
428;428;Population 1600;1600;sample_428;360;0.016362649751746932
429;429;Population 1600;1600;sample_429;365;0.002192802596101366
430;430;Population 1600;1600;sample_430;370;0.04362789900492511
431;431;Population 1600;1600;sample_431;375;0.03884937220350242
432;432;Population 1600;1600;sample_432;380;0.024213458591880566
433;433;Population 1600;1600;sample_433;385;0.11670694446751814
434;434;Population 1600;1600;sample_434;390;-0.020539554274191883
435;435;Population 1600;1600;sample_435;395;-0.0051619683345328436
436;436;Population 1600;1600;sample_436;400;0.08370878998036564
437;437;Population 1600;1600;sample_437;405;0.050975935609170374
438;438;Population 1600;1600;sample_438;410;0.009361761114011366
439;439;Population 1600;1600;sample_439;415;-0.04385780988728093
440;440;Population 1600;1600;sample_440;420;0.010470382403213607
441;441;Population 1600;1600;sample_441;425;-0.00593399085709599
442;442;Population 1600;1600;sample_442;430;-0.01893742123177122
443;443;Population 1600;1600;sample_443;435;-0.017800747444488375
444;444;Population 1600;1600;sample_444;440;0.053388104255354
445;445;Population 1600;1600;sample_445;445;-0.03794584992785376
446;446;Population 1600;1600;sample_446;450;-0.03077162813605209
447;447;Population 1600;1600;sample_447;455;0.08203203310647968
448;448;Population 1600;1600;sample_448;460;-0.00657055146690292
449;449;Population 1600;1600;sample_449;465;0.009822625827360522
450;450;Population 1600;1600;sample_450;470;-0.025983451238253675
451;451;Population 1600;1600;sample_451;475;0.019367902195143446
452;452;Population 1600;1600;sample_452;480;0.0023648118636208555
453;453;Population 1600;1600;sample_453;485;0.06112690364001147
454;454;Population 1600;1600;sample_454;490;0.020754905632546387
455;455;Population 1600;1600;sample_455;495;0.009877841924701912
456;456;Population 1600;1600;sample_456;500;0.028600087155123084
457;457;Population 1600;1600;sample_457;505;0.06134803445102668
458;458;Population 1600;1600;sample_458;510;-0.015338566479438693
459;459;Population 1600;1600;sample_459;515;-0.03457551450475914
460;460;Population 1600;1600;sample_460;520;-0.01394867214226912
461;461;Population 1600;1600;sample_461;525;0.018205918332821546
462;462;Population 1600;1600;sample_462;530;-0.04830932992239018
463;463;Population 1600;1600;sample_463;535;0.08371948440578382
464;464;Population 1600;1600;sample_464;540;0.012026158288365538
465;465;Population 1600;1600;sample_465;545;-0.02534713656828605
466;466;Population 1600;1600;sample_466;550;0.05172156464153237
467;467;Population 1600;1600;sample_467;555;-0.025643381164453305
468;468;Population 1600;1600;sample_468;560;0.013207260095759937
469;469;Population 1600;1600;sample_469;565;0.006822073397793823
470;470;Population 1600;1600;sample_470;570;-0.014470183703299062
471;471;Population 1600;1600;sample_471;575;-0.02808223099189624
472;472;Population 1600;1600;sample_472;580;0.020962803513928686
473;473;Population 1600;1600;sample_473;585;-0.04513725252060488
474;474;Population 1600;1600;sample_474;590;0.02242394238634452
475;475;Population 1600;1600;sample_475;595;0.04064846546823464
476;476;Population 1600;1600;sample_476;600;0.032000368301799975
477;477;Population 1600;1600;sample_477;605;0.039626203903955715
478;478;Population 1600;1600;sample_478;610;-0.04597678768025498
479;479;Population 1600;1600;sample_479;615;-0.006640807726545099
480;480;Population 1600;1600;sample_480;620;-0.047175851070609946
